ID, unit_helicopter
Discription, ""
Cost, 0
Weight, 0
 124 
 89 
16, 16, 116, 1
-16, 16, 116, 1
16, -24, 116, 1
-16, -24, 116, 1
-16, 24, 267, 2
-16, 24, 275, 2
-16, -48, 267, 2
-16, -48, 275, 2
20, -80, 21, 4
20, -80, -23, 4
-24, -80, 21, 4
-24, -80, -23, 4
277, -80, 5, 3
277, -80, -7, 3
277, -88, 5, 3
277, -88, -7, 3
-283, -80, 5, 3
-283, -80, -7, 3
-283, -88, 5, 3
-283, -88, -7, 3
36, 32, 104, 1
-36, 32, 104, 1
36, -40, 104, 1
-36, -40, 104, 1
40, -64, 41, 4
-40, -64, 41, 4
40, -64, -43, 4
-40, -64, -43, 4
44, 56, 50, 1
-44, 56, 50, 1
44, 56, -54, 1
-44, 56, -54, 1
44, 56, 62, 1
-44, 56, 62, 1
44, 56, -66, 1
-44, 56, -66, 1
5, -80, 5, 3
5, -80, 69, 3
5, -80, -7, 3
5, -80, -71, 3
5, -88, 5, 3
5, -88, 69, 3
5, -88, -7, 3
5, -88, -71, 3
56, 0, -152, 1
-56, 0, -152, 1
56, -12, -132, 1
-56, -12, -132, 1
56, 24, -164, 1
-56, 24, -164, 1
56, 44, -132, 1
-56, 44, -132, 1
56, 56, 50, 1
-56, 56, 50, 1
56, 56, -54, 1
-56, 56, -54, 1
56, 56, 62, 1
-56, 56, 62, 1
56, 56, -66, 1
-56, 56, -66, 1
56, 56, 80, 1
-56, 56, 80, 1
56, 56, -96, 1
-56, 56, -96, 1
56, -64, 80, 1
-56, -64, 80, 1
56, -64, -96, 1
-56, -64, -96, 1
56, 88, 106, 1
56, 88, -130, 1
56, 88, 50, 1
56, 88, -54, 1
56, 88, 62, 1
56, 88, -66, 1
56, 96, 106, 1
56, 96, -130, 1
-60, 88, 106, 1
-60, 88, -130, 1
-60, 88, 50, 1
-60, 88, -54, 1
-60, 88, 62, 1
-60, 88, -66, 1
-60, 96, 106, 1
-60, 96, -130, 1
68, 88, 106, 1
68, 88, -130, 1
68, 88, 50, 1
68, 88, -54, 1
68, 88, 62, 1
68, 88, -66, 1
68, 96, 106, 1
68, 96, -130, 1
-7, -80, 5, 3
-7, -80, 69, 3
-7, -80, -7, 3
-7, -80, -71, 3
-7, -88, 5, 3
-7, -88, 69, 3
-7, -88, -7, 3
-7, -88, -71, 3
-72, 88, 106, 1
-72, 88, -130, 1
-72, 88, 50, 1
-72, 88, -54, 1
-72, 88, 62, 1
-72, 88, -66, 1
-72, 96, 106, 1
-72, 96, -130, 1
8, -16, 260, 1
-8, -16, 260, 1
8, -16, 288, 1
-8, -16, 288, 1
-8, 24, 267, 2
-8, 24, 275, 2
8, -4, 288, 1
-8, -4, 288, 1
-8, -48, 267, 2
-8, -48, 275, 2
8, -64, 268, 1
-8, -64, 268, 1
8, -64, 288, 1
-8, -64, 288, 1
8, 8, 260, 1
-8, 8, 260, 1
 4 ,  63 ,  61 ,  60 ,  62 
 4 ,  66 ,  64 ,  65 ,  67 
 4 ,  64 ,  66 ,  62 ,  60 
 4 ,  67 ,  65 ,  61 ,  63 
 4 ,  1 ,  123 ,  122 ,  0 
 4 ,  2 ,  108 ,  109 ,  3 
 4 ,  108 ,  2 ,  0 ,  122 
 4 ,  3 ,  109 ,  123 ,  1 
 4 ,  61 ,  21 ,  20 ,  60 
 4 ,  64 ,  22 ,  23 ,  65 
 4 ,  22 ,  64 ,  60 ,  20 
 4 ,  65 ,  23 ,  21 ,  61 
 4 ,  21 ,  1 ,  0 ,  20 
 4 ,  22 ,  2 ,  3 ,  23 
 4 ,  2 ,  22 ,  20 ,  0 
 4 ,  23 ,  3 ,  1 ,  21 
 4 ,  118 ,  120 ,  121 ,  119 
 4 ,  111 ,  109 ,  119 ,  121 
 4 ,  108 ,  110 ,  120 ,  118 
 4 ,  121 ,  120 ,  110 ,  111 
 4 ,  109 ,  108 ,  118 ,  119 
 4 ,  123 ,  115 ,  114 ,  122 
 4 ,  115 ,  123 ,  109 ,  111 
 4 ,  122 ,  114 ,  110 ,  108 
 4 ,  111 ,  110 ,  114 ,  115 
 4 ,  51 ,  63 ,  62 ,  50 
 4 ,  46 ,  66 ,  67 ,  47 
 4 ,  66 ,  46 ,  50 ,  62 
 4 ,  47 ,  67 ,  63 ,  51 
 4 ,  49 ,  51 ,  50 ,  48 
 4 ,  44 ,  46 ,  47 ,  45 
 4 ,  46 ,  44 ,  48 ,  50 
 4 ,  45 ,  47 ,  51 ,  49 
 4 ,  44 ,  45 ,  49 ,  48 
 4 ,  17 ,  16 ,  12 ,  13 
 4 ,  15 ,  14 ,  18 ,  19 
 4 ,  14 ,  15 ,  13 ,  12 
 4 ,  19 ,  18 ,  16 ,  17 
 4 ,  12 ,  16 ,  18 ,  14 
 4 ,  15 ,  19 ,  17 ,  13 
 4 ,  95 ,  94 ,  38 ,  39 
 4 ,  43 ,  42 ,  98 ,  99 
 4 ,  42 ,  43 ,  39 ,  38 
 4 ,  99 ,  98 ,  94 ,  95 
