ID, unit_crane
Discription, "A large mobile crane, with extending arm, rotating crane and hook"
Cost, 2000
Weight, 1600
 214 
 146 
-1, -110, -148, 5
-1, -110, -152, 5
-1, -80, -148, 6
-1, -80, -152, 6
-11, -110, 110, 3
-11, -110, -140, 3
-11, -110, -160, 4
-11, -110, 90, 4
-11, -130, 110, 3
-11, -130, -140, 3
-11, -130, -160, 4
-11, -130, 90, 4
19, -110, 110, 3
19, -110, -140, 3
19, -110, -160, 4
19, -110, 90, 4
19, -130, 110, 3
19, -130, -140, 3
19, -130, -160, 4
19, -130, 90, 4
-22, -110, 110, 3
-22, -110, 120, 2
-22, -110, -140, 3
-22, -110, 50, 2
-22, -130, 110, 3
-22, -130, -140, 3
-22, -60, -131, 6
-22, -60, -171, 6
-22, -80, -131, 6
-22, -80, -171, 6
-22, -90, 120, 2
-22, -90, 50, 2
3, -110, -148, 5
3, -110, -152, 5
3, -80, -148, 6
3, -80, -152, 6
30, -110, 110, 3
30, -110, 120, 2
30, -110, -140, 3
30, -110, 50, 2
30, -130, 110, 3
30, -130, -140, 3
30, -60, -131, 6
30, -60, -171, 6
30, -80, -131, 6
30, -80, -171, 6
30, -90, 120, 2
30, -90, 50, 2
-32, -60, 120, 2
-32, -60, 50, 2
-32, -90, 120, 2
-32, -90, 50, 2
38, -60, 120, 2
38, -60, 50, 2
38, -90, 120, 2
38, -90, 50, 2
-40, -24, -100, 1
-40, -24, -102, 1
-40, -46, -100, 1
-40, -46, -102, 1
-41, -1, 33, 8
-41, -1, 45, 8
-41, -1, 83, 7
-41, -1, 95, 7
-41, -20, 10, 1
-41, -20, 109, 7
-41, -20, 120, 1
-41, -20, 19, 8
-41, -20, 59, 8
-41, -20, 69, 7
-41, -32, 105, 7
-41, -32, 23, 8
-41, -32, 55, 8
-41, -32, 73, 7
-41, -39, 33, 8
-41, -39, 45, 8
-41, -39, 83, 7
-41, -39, 95, 7
-41, -60, 10, 1
-41, -60, 120, 1
-41, -8, 105, 7
-41, -8, 23, 8
-41, -8, 55, 8
-41, -8, 73, 7
50, -1, 33, 8
50, -1, 45, 8
50, -1, 83, 7
50, -1, 95, 7
50, -20, 10, 1
50, -20, 109, 7
50, -20, 120, 1
50, -20, 19, 8
50, -20, 59, 8
50, -20, 69, 7
50, -24, -100, 1
50, -24, -102, 1
50, -32, 105, 7
50, -32, 23, 8
50, -32, 55, 8
50, -32, 73, 7
50, -39, 33, 8
50, -39, 45, 8
50, -39, 83, 7
50, -39, 95, 7
50, -46, -100, 1
50, -46, -102, 1
50, -60, 10, 1
50, -60, 120, 1
50, -8, 105, 7
50, -8, 23, 8
50, -8, 55, 8
50, -8, 73, 7
-51, -1, 33, 8
-51, -1, 45, 8
-51, -1, -45, 9
-51, -1, -57, 9
-51, -1, 83, 7
-51, -1, 95, 7
-51, -110, -30, 1
-51, -110, -90, 1
-51, -20, -100, 1
-51, -20, 109, 7
-51, -20, 150, 1
-51, -20, 160, 1
-51, -20, 19, 8
-51, -20, -20, 1
-51, -20, -31, 9
-51, -20, 59, 8
-51, -20, 69, 7
-51, -20, -71, 9
-51, -32, 105, 7
-51, -32, 23, 8
-51, -32, -35, 9
-51, -32, 55, 8
-51, -32, -67, 9
-51, -32, 73, 7
-51, -39, 33, 8
-51, -39, 45, 8
-51, -39, -45, 9
-51, -39, -57, 9
-51, -39, 83, 7
-51, -39, 95, 7
-51, -60, -100, 1
-51, -60, 150, 1
-51, -60, 160, 1
-51, -60, -20, 1
-51, -60, -30, 1
-51, -8, 105, 7
-51, -8, 23, 8
-51, -8, -35, 9
-51, -8, 55, 8
-51, -8, -67, 9
-51, -8, 73, 7
60, -1, 33, 8
60, -1, 45, 8
60, -1, -45, 9
60, -1, -57, 9
60, -1, 83, 7
60, -1, 95, 7
60, -110, -30, 1
60, -110, -90, 1
60, -20, -100, 1
60, -20, 109, 7
60, -20, 150, 1
60, -20, 160, 1
60, -20, 19, 8
60, -20, -20, 1
60, -20, -31, 9
60, -20, 59, 8
60, -20, 69, 7
60, -20, -71, 9
60, -32, 105, 7
60, -32, 23, 8
60, -32, -35, 9
60, -32, 55, 8
60, -32, -67, 9
60, -32, 73, 7
60, -39, 33, 8
60, -39, 45, 8
60, -39, -45, 9
60, -39, -57, 9
60, -39, 83, 7
60, -39, 95, 7
60, -60, -100, 1
60, -60, 150, 1
60, -60, 160, 1
60, -60, -20, 1
60, -60, -30, 1
60, -8, 105, 7
60, -8, 23, 8
60, -8, -35, 9
60, -8, 55, 8
60, -8, -67, 9
60, -8, 73, 7
-61, -1, -45, 9
-61, -1, -57, 9
-61, -20, -31, 9
-61, -20, -71, 9
-61, -32, -35, 9
-61, -32, -67, 9
-61, -39, -45, 9
-61, -39, -57, 9
-61, -8, -35, 9
-61, -8, -67, 9
70, -1, -45, 9
70, -1, -57, 9
70, -20, -31, 9
70, -20, -71, 9
70, -32, -35, 9
70, -32, -67, 9
70, -39, -45, 9
70, -39, -57, 9
70, -8, -35, 9
70, -8, -67, 9
 4 ,  107 ,  79 ,  78 ,  106 
